# Number-Density[fm-3] 	 Pressure[MeV fm-3] 	 Energy-Density[MeV fm-3] 	 Chemical-Potential[MeV] Squared-sound-speed[-]
2.720000000000000022e-14 1.061056609100270887e-19 2.529924618736292620e-11 9.301193490245804014e+02 3.766610435412189122e-08
2.728698949050974040e-14 1.091542114013474347e-19 2.538015679565269791e-11 9.301193491364806505e+02 3.768991028372285723e-08
2.737425718585251304e-14 1.122144469958120822e-19 2.546132616765045091e-11 9.301193492484518401e+02 3.771379234809172599e-08
2.746180397576719083e-14 1.152864174632370160e-19 2.554275513091959175e-11 9.301193493604940841e+02 3.773775079071838185e-08
2.754963075283813400e-14 1.183701728120439086e-19 2.562444451567017212e-11 9.301193494726073823e+02 3.776178585587141697e-08
2.763773841250431586e-14 1.214657632905329310e-19 2.570639515476736421e-11 9.301193495847917347e+02 3.778589778860062615e-08
2.772612785306845469e-14 1.245732393881623168e-19 2.578860788374002337e-11 9.301193496970487331e+02 3.781008683473951476e-08
2.781479997570604775e-14 1.276926518368305256e-19 2.587108354078892755e-11 9.301193498093768994e+02 3.783435324090777376e-08
2.790375568447503006e-14 1.308240516121870314e-19 2.595382296679597005e-11 9.301193499217775980e+02 3.785869725451389350e-08
2.799299588632429733e-14 1.339674899349094545e-19 2.603682700533193365e-11 9.301193500342511697e+02 3.788311912375753285e-08
2.808252149110341203e-14 1.371230182720287218e-19 2.612009650266553151e-11 9.301193501467964779e+02 3.790761909763215948e-08
2.817233341157176686e-14 1.402906883382419010e-19 2.620363230777206020e-11 9.301193502594153415e+02 3.793219742592755131e-08
2.826243256340788379e-14 1.434705520972360850e-19 2.628743527234187188e-11 9.301193503721069646e+02 3.795685435923235744e-08
2.835281986521876998e-14 1.466626617630210149e-19 2.637150625078919860e-11 9.301193504848720295e+02 3.798159014893663264e-08
2.844349623854925157e-14 1.498670698012674568e-19 2.645584610026078280e-11 9.301193505977106497e+02 3.800640504723443137e-08
2.853446260789139584e-14 1.530838289306555937e-19 2.654045568064468869e-11 9.301193507106237348e+02 3.803129930712634891e-08
2.862571990069393655e-14 1.563129921242300613e-19 2.662533585457894890e-11 9.301193508236101479e+02 3.805627318242210875e-08
2.871726904737169917e-14 1.595546126107617015e-19 2.671048748746050514e-11 9.301193509366710259e+02 3.808132692774316987e-08
2.880911098131513040e-14 1.628087438761200517e-19 2.679591144745393232e-11 9.301193510498062551e+02 3.810646079852528110e-08
2.890124663889965719e-14 1.660754396646463885e-19 2.688160860550020157e-11 9.301193511630158355e+02 3.813167505102111483e-08
2.899367695949574627e-14 1.693547539805586697e-19 2.696757983532607321e-11 9.301193512763013587e+02 3.815696994230294047e-08
2.908640288547772050e-14 1.726467410893193297e-19 2.705382601345219087e-11 9.301193513896620289e+02 3.818234573026509938e-08
2.917942536223390042e-14 1.759514555190568806e-19 2.714034801920258758e-11 9.301193515030979597e+02 3.820780267362675110e-08
2.927274533817607064e-14 1.792689520619708540e-19 2.722714673471349074e-11 9.301193516166090376e+02 3.823334103193446078e-08
2.936636376474917960e-14 1.825992857757518372e-19 2.731422304494236616e-11 9.301193517301969678e+02 3.825896106556488586e-08
2.946028159644103317e-14 1.859425119850087079e-19 2.740157783767684905e-11 9.301193518438609544e+02 3.828466303572737671e-08
2.955449979079203228e-14 1.892986862827042703e-19 2.748921200354384622e-11 9.301193519576007702e+02 3.831044720446668982e-08
2.964901930840491699e-14 1.926678645315985712e-19 2.757712643601866413e-11 9.301193520714175520e+02 3.833631383466563474e-08
2.974384111295457987e-14 1.960501028657019418e-19 2.766532203143403684e-11 9.301193521853111861e+02 3.836226319004774753e-08
2.983896617119788577e-14 1.994454576917353343e-19 2.775379968898931866e-11 9.301193522992823546e+02 3.838829553517999072e-08
2.993439545298351678e-14 2.028539856905992766e-19 2.784256031075961223e-11 9.301193524133312849e+02 3.841441113547547303e-08
3.003012993126187407e-14 2.062757438188518069e-19 2.793160480170495474e-11 9.301193525274569538e+02 3.844061025719609637e-08
3.012617058209487860e-14 2.097107893101907177e-19 2.802093406967955589e-11 9.301193526416611803e+02 3.846689316745530207e-08
3.022251838466639050e-14 2.131591796769650495e-19 2.811054902544133625e-11 9.301193527559438508e+02 3.849326013422088994e-08
3.031917432129149230e-14 2.166209727116536273e-19 2.820045058266061274e-11 9.301193528703041693e+02 3.851971142631754609e-08
3.041613937742694613e-14 2.200962264883932137e-19 2.829063965792991487e-11 9.301193529847438413e+02 3.854624731342974802e-08
3.051341454168116487e-14 2.235849993644968643e-19 2.838111717077309669e-11 9.301193530992619571e+02 3.857286806610445792e-08
3.061100080582427808e-14 2.270873499819833320e-19 2.847188404365485258e-11 9.301193532138593127e+02 3.859957395575387551e-08
3.070889916479821673e-14 2.306033372691150672e-19 2.856294120199002949e-11 9.301193533285369313e+02 3.862636525465823061e-08
3.080711061672689271e-14 2.341330204419470024e-19 2.865428957415300061e-11 9.301193534432928800e+02 3.865324223596852937e-08
